commontreeid,ownership,height,age,dbh,botanical_names,common_names,origin,region
ID_11945,State,9,13,30.5,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_11946,State,9.5,8,11.9,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_11947,State,15,31,59.9,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_11948,State,20,44,103.6,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_11949,State,14,-1,73.7,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_11950,State,5,7,12.9,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_11951,State,24,-1,106.7,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_11952,State,9.5,-1,41.4,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_11953,State,21.5,6,68.1,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_11954,State,7.5,5,10.4,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_11955,State,15,40,86.4,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_11956,State,12,-1,51.6,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_11957,State,13,26,47.8,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_11958,State,13,23,40.1,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_11959,State,12.5,32,58.4,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_11960,State,3.5,2,5.3,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_11961,State,15.5,50,92.5,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_11962,State,10,33,49,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_11963,State,7,15,36.8,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_11964,State,14,-1,43.4,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_11965,State,8.5,51,91.7,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_11966,State,9.5,-1,30.5,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_11967,State,15,-1,39.6,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_11968,State,14.5,-1,31.5,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_11969,State,11,18,15.7,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_11970,State,11,18,30.5,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_11971,State,12,25,55.4,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_11972,State,10,21,29,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_11973,State,11.5,33,51.6,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_11974,State,12.5,33,57.9,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_11975,State,13,33,51.3,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_11976,State,15.5,35,56.4,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_11977,State,5,5,10.4,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_11978,State,5.5,6,11.4,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_11979,State,11.5,15,22.4,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_11980,State,10,16,20.1,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_11981,State,7.5,11,21.3,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_11982,State,10,19,22.6,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_11983,State,19,21,46,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_11984,State,17,21,42.2,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_11985,State,5.5,9,15.7,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_11986,State,3,7,9.9,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_11987,State,15.5,34,76.2,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_11988,State,6,35,56.4,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_11989,State,5.5,11,20.1,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_11990,State,16.4,36,55.9,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_11991,State,4.5,10,31.2,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_11992,State,9.9,38,82.6,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_11993,State,7,14,31.8,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_11994,State,10,12,30.2,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_11995,State,2,4,19.6,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_11996,State,7.5,20,24.9,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_11997,State,7,3,9.4,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_11998,State,4.5,25,63.8,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_11999,State,10,14,43.7,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12000,State,11,17,24.4,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12001,State,2,3,21.8,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12002,State,8.5,13,24.1,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_12003,State,7,13,19.8,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_12004,State,12,22,78.5,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12005,State,14,30,64.5,Liquidambar styraciflua,Sweetgum,"Modesto, CA",CenFla
ID_12006,State,3,5,25.4,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12007,State,2,5,16.3,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12008,State,6,9,14.7,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12009,State,6.5,14,26.7,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12010,State,7.5,30,65.8,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12011,State,11,15,34.5,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12012,State,5.5,15,29,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_12013,State,10.5,16,30,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12014,State,10,10,62.5,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12015,State,7,25,21.6,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12016,State,11.5,14,36.6,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12017,State,4,19,36.3,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12018,State,7,8,15.7,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_12019,State,5.5,7,28.7,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12020,State,9.5,29,56.1,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12021,State,13,26,58.4,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12022,State,9.5,20,31,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12023,State,4.5,6,18.2,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12024,State,4,2,5.1,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12025,State,16,28,55.6,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12026,State,6,5,22.4,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_12027,State,4.5,8,27.7,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12028,State,11.5,5,37.8,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12029,State,6,14,7.6,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12030,State,12.5,17,40.4,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12031,State,7,9,37.8,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12032,State,3,8,9.9,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_12033,State,3,4,12.6,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12034,State,15,38,54.6,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12035,State,8.4,12,32.2,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12036,State,1,7,24.1,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12037,State,3.5,5,16.5,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12038,State,6.5,8,17,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12039,State,9,31,62,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12040,State,6,16,35.1,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_12041,State,2.5,9,10.2,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12042,State,6.5,9,23.6,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12043,State,8,10,27.7,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12044,State,14,33,69.9,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12045,State,3,9,19.3,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12046,State,11,23,43.9,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12047,State,10.5,11,24.6,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12048,State,4.5,8,11.7,Liquidambar styraciflua,Sweetgum,"Modesto, CA",CenFla
ID_12049,State,12,22,54.1,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12050,State,2.5,6,15.5,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12051,State,3,9,25.7,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12052,State,2,8,19.6,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12053,State,3.5,9,16.5,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12054,State,8,20,83.8,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12055,State,9,50,99.3,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12056,State,8.5,6,41.4,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12057,State,11.5,19,13,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12058,State,8,7,14.7,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12059,State,13,22,47,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12060,State,9,18,30,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12061,State,8.5,17,36.8,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12062,State,13,15,49.8,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12063,State,11,71,104.9,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12064,State,12.5,50,110.7,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12065,State,12.5,50,104.9,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12066,State,2,5,6.9,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_12067,State,13,28,54.4,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12068,State,4,11,27.2,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12069,State,12,33,71.4,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12070,State,13.5,35,70.6,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12071,State,13.5,35,83.8,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12072,State,10,40,50.5,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12073,State,1.5,3,16.8,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12074,State,9.5,51,79.8,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12075,State,5,12,23.4,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12076,State,10,23,38.4,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12077,State,16,42,83.3,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12078,State,5,14,57.4,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12079,State,2,4,6.6,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12080,State,8,7,14.2,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_12081,State,11,24,52.6,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12082,State,7.5,30,56.1,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12083,State,9.5,12,33.8,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12084,State,7,15,31.8,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12085,State,1,4,9.1,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12086,State,3,7,29,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12087,State,8,15,31.2,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12088,State,3.5,18,44.2,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12089,State,3.5,6,33.1,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12090,State,5,7,43.7,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12091,State,4,12,18.5,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12092,State,8.5,30,65.8,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12093,State,11.5,15,57.3,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12094,State,15,29,63.5,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12095,State,9,17,36.8,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12096,State,4.5,22,45.7,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12097,State,5.5,-1,48.5,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12098,State,6.5,10,32.5,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12099,State,10.5,20,48,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12100,State,12,22,45.7,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12101,State,16,16,61.5,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12102,State,16,39,85.1,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12103,State,10.5,25,51.1,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12104,State,15,46,82.7,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12105,State,1.5,3,12.7,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12106,State,10,24,44.2,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12107,State,14.5,30,87.4,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12108,State,3.5,11,14.5,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_12109,State,14,26,63,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12110,State,7.5,25,49.3,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12111,State,20,29,68.3,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_12112,State,2.5,12,42.7,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12113,State,8.5,22,45.5,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12114,State,12,22,49.5,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12115,State,15.5,34,84.8,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12116,State,4,15,27.4,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12117,State,6.5,7,14.2,Liquidambar styraciflua,Sweetgum,"Modesto, CA",CenFla
ID_12118,State,10.5,21,42.2,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12119,State,9,21,49,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12120,State,7.5,10,23.1,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12121,State,9,30,65,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12122,State,4,9,9.4,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12123,State,7.5,14,29.2,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12124,State,11.5,18,27.9,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12125,State,3,16,26.7,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12126,State,5.5,8,18.8,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12127,State,3,4,15.7,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12128,State,8,16,27.9,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12129,State,13.5,16,52.8,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_12130,State,3,5,9.4,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12131,State,4,12,12.2,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12132,State,13.5,17,41.9,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12133,State,11.5,17,43.4,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12134,State,15.5,15,35.8,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12135,State,12,17,39.6,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12136,State,13,21,40.4,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12137,State,5.5,11,18.8,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12138,State,2.5,3,6.9,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12139,State,5,11,19.8,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12140,State,18,41,89.2,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12141,State,7,9,18.8,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12142,State,22,37,83.1,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12143,State,15.5,18,36.8,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12144,State,14.5,20,32.3,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12145,State,15,20,37.3,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12146,State,15,18,33.5,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12147,State,16,18,39.9,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12148,State,16,20,43.7,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12149,State,13.5,30,65,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12150,State,14.5,30,39.1,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12151,State,8.5,20,31.2,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12152,State,14,25,50.8,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12153,State,15.5,25,28.7,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12154,State,5,6,15,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12155,State,10,21,46,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12156,State,7.5,15,27.9,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12157,State,26,26,62.7,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12158,State,27.5,26,46.7,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12159,State,11.5,15,33,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12160,State,9,15,30,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12161,State,7.5,15,26.7,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12162,State,8.5,15,31.5,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12163,State,10.5,18,40.4,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12164,State,18.4,30,58.7,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12165,State,23.5,35,78.2,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12166,State,15,21,51.3,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12167,State,19,30,73.4,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12168,State,20.5,45,99.1,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12169,State,13.5,23,60.7,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12170,State,12.5,22,53.8,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12171,State,11,11,23.1,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12172,State,9.5,30,39.4,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12173,State,11.5,30,34.3,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12174,State,16.5,62,106.2,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12175,State,8,11,22.6,Pinus elliottii,Slash pine,"Modesto, CA",CenFla
ID_12176,State,23.5,33,68.8,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_12177,State,18,25,45.7,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_12178,State,15.5,43,85.6,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12179,State,22,72,143.5,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12180,State,10.8,24,56.4,Magnolia grandiflora,Southern magnolia,"Modesto, CA",CenFla
ID_12181,State,4.5,24,35.3,Washingtonia robusta,Mexican fan palm,"Modesto, CA",CenFla
ID_12182,State,17,50,66.5,Liquidambar styraciflua,Sweetgum,"Modesto, CA",CenFla
ID_12183,State,12,10,29.4,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12184,State,13,17,24.4,Platanus occidentalis,American sycamore,"Modesto, CA",CenFla
ID_12185,State,12,43,87.6,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12186,State,12.9,29,55.7,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12187,State,18.5,30,97.8,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12188,State,9.5,11,22.1,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12189,State,14.5,24,51.1,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12190,State,7,6,25.1,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12191,State,4.5,6,7.4,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12192,State,6.5,4,12.7,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12193,State,17,41,79.8,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12194,State,12,26,60.5,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12195,State,16,39,80.5,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12196,State,13,9,17.8,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12197,State,24.2,56,91.4,Quercus virginiana,Live oak,"Modesto, CA",CenFla
ID_12198,State,8.5,26,31.8,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_12199,State,20,30,71.6,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12200,State,16,55,97.5,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12201,State,15.5,21,42.2,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12202,State,9.5,9,31.7,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12203,State,6,14,22.9,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_12204,State,4.5,35,58.7,Sabal palmetto,Cabbage palmetto,"Modesto, CA",CenFla
ID_12205,State,8.5,23,32.5,Eriobotrya japonica,Loquat tree,"Modesto, CA",CenFla
ID_12206,State,9.5,31,63.8,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12207,State,13.5,18,25.7,Syagrus romanzoffiana,Queen palm,"Modesto, CA",CenFla
ID_12208,State,12.5,27,48,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12209,State,19,32,51.3,Liquidambar styraciflua,Sweetgum,"Modesto, CA",CenFla
ID_12210,State,17,29,62.7,Liquidambar styraciflua,Sweetgum,"Modesto, CA",CenFla
ID_12211,State,12,13,29.7,Quercus shumardii,Shumard oak,"Modesto, CA",CenFla
ID_12212,State,9,26,30.7,Ulmus parvifolia,Chinese elm,"Modesto, CA",CenFla
ID_12213,State,9.5,13,34.8,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12214,State,5,9,11.4,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12215,State,6,9,13,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12216,State,6,21,10.9,Juniperus virginiana var. silicicola,Southern redcedar,"Modesto, CA",CenFla
ID_12217,State,13.5,41,58.2,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12218,State,17,22,51.6,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12219,State,9.5,13,20.8,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12220,State,14,15,75.4,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12221,State,4.5,5,19.9,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12222,State,4.5,5,7.4,Quercus laurifolia,Laurel oak,"Modesto, CA",CenFla
ID_12223,State,18.5,42,94,Cinnamomum camphora,Camphor tree,"Modesto, CA",CenFla
ID_12224,State,2.5,2,2.3,Liquidambar styraciflua,Sweetgum,"Modesto, CA",CenFla
ID_12225,State,13,30,70.9,Acer rubrum,Red maple,"Modesto, CA",CenFla
ID_12226,State,4.2,6,11.9,Platycladus orientalis,Oriental arborvitae,"Modesto, CA",CenFla
ID_12227,State,8.5,29,76.5,Koelreuteria elegans,Chinese rain tree,"Modesto, CA",CenFla
ID_12228,State,6.5,4,6.9,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12229,State,9,4,11.2,Triadica sebifera,Tallowtree,"Modesto, CA",CenFla
ID_12230,State,4,5,31.5,Lagerstroemia indica,Common crapemyrtle,"Modesto, CA",CenFla
ID_12231,State,11,7,29,Prunus caroliniana,Carolina laurelcherry,"Modesto, CA",CenFla
ID_12232,State,4,4,12.8,Acer rubrum,Red maple,"Modesto, CA",CenFla
